Stock Index,Stock Price
AC3344,-92.53385100575139
AC3345,106.45803103787671
AC3346,-191.93937594739026
AC3347,236.52909325671624
AC3348,730.7715951966683
AC3349,466.3741338254996
AC3350,368.59424766638506
AC3351,791.7611861519637
AC3352,-230.525312775242
AC3353,384.1304651644459
AC3354,320.2511540322929
AC3355,613.2370053598421
AC3356,195.6122290667339
AC3357,608.6681707967408
AC3358,1318.7022508892646
AC3359,1184.8028170801476
AC3360,1059.7817184432333
AC3361,412.61241386309814
AC3362,315.42372033791696
AC3363,704.3335873869788
AC3364,310.433562571891
AC3365,-30.13641233711428
AC3366,520.262390981181
AC3367,453.3966971046242
AC3368,885.4392740162713
AC3369,240.13372967866735
AC3370,752.5687442884395
AC3371,573.2012162497964
AC3372,506.55893399910667
AC3373,208.46587608080222
AC3374,298.2271648693936
AC3375,1021.6579568406681
AC3376,419.55409746821806
AC3377,262.16633196510793
AC3378,487.70080836816123
AC3379,679.0971203208074
AC3380,-52.72871061808456
AC3381,605.4299611776727
AC3382,698.0959390482077
AC3383,-3.79605631639663
AC3384,150.44327377554873
AC3385,244.31450586494122
AC3386,16.288520759119024
AC3387,301.00369684166606
AC3388,1329.5561803667724
AC3389,405.1516282791573
AC3390,430.0798670115257
AC3391,807.4102103708925
AC3392,686.0985966417551
AC3393,443.1720731533251
AC3394,664.5614364051484
AC3395,1263.8168169562605
AC3396,-252.05951618722156
AC3397,772.7025535359757
AC3398,640.2817374744235
AC3399,-193.1457380745711
AC3400,287.87984733576604
AC3401,42.053470358582786
AC3402,495.30721766484317
AC3403,211.6676390960074
AC3404,-167.21994380880926
AC3405,-100.22656702484983
AC3406,274.10712967822803
AC3407,342.16064176391046
AC3408,709.5511317578256
AC3409,1173.0843364889479
AC3410,970.4686116055306
AC3411,924.2937441452904
AC3412,1299.770117502987
AC3413,155.74192910777606
AC3414,312.80829726228217
AC3415,206.85002180353445
AC3416,694.6071033525778
AC3417,858.0332896355854
AC3418,95.81683601250495
AC3419,1198.8015792906263
AC3420,341.0226641012415
AC3421,361.6295717445946
AC3422,794.1197749701106
AC3423,-7.350877770766147
AC3424,1139.7308832107324
AC3425,318.07080032222564
AC3426,2.6390622962921952
AC3427,355.8377327583547
AC3428,718.7095392617658
AC3429,830.4888659440907
AC3430,473.39141379145633
AC3431,584.6791182709516
AC3432,678.4094630385135
AC3433,279.13022024381655
AC3434,825.945472734962
AC3435,1002.8511893127701
AC3436,389.0193087797263
AC3437,417.7888805884061
AC3438,1303.1071305032501
AC3439,53.903795346212405
AC3440,1105.8923479215769
AC3441,509.4857895966949
AC3442,-268.94751218443724
AC3443,692.942505686599
AC3444,86.08292785948288
AC3445,193.46539446203792
AC3446,746.8126351150341
AC3447,840.0600028787939
AC3448,22.7912356379054
AC3449,975.4541669964841
AC3450,237.77419180901848
AC3451,963.9859331760389
AC3452,801.5045890996884
AC3453,588.9615363692113
AC3454,-140.74904303105689
AC3455,679.078479289415
AC3456,-6.36944121442923
AC3457,741.3271265366174
AC3458,684.0595425619948
AC3459,1419.6046389368876
AC3460,516.3307063060453
AC3461,545.0887950086554
AC3462,512.8052117816809
AC3463,1119.8805205921444
AC3464,267.9625493528582
AC3465,784.4008953066356
AC3466,144.40742293885387
AC3467,18.052692260838512
AC3468,1217.3424038746152
AC3469,334.0438060117324
AC3470,332.1999967354069
AC3471,744.9270969886287
AC3472,126.5078926523737
AC3473,413.8153449044951
AC3474,438.4396451489903
AC3475,-119.00150888179519
AC3476,544.8577577962423
AC3477,770.0506938073946
AC3478,325.3545617584697
AC3479,147.04863082815302
AC3480,124.94714213505358
AC3481,1028.1953585604037
AC3482,547.5078131790709
AC3483,933.65687395867
AC3484,830.8973214674749
AC3485,786.8141951290896
AC3486,-115.70147901777113
AC3487,277.94199724882924
AC3488,1425.596800590576
AC3489,860.0199144332349
AC3490,1276.8550748492298
AC3491,532.495813941728
AC3492,969.1851247285307
AC3493,-197.67317890352746
AC3494,925.4677419286458
AC3495,113.18039613047756
AC3496,1127.185513017515
AC3497,399.93839615233503
AC3498,-152.28254320885975
AC3499,441.48228026229174
AC3500,245.733581554485
AC3501,146.69464606429028
AC3502,337.70257630702235
AC3503,213.00629510977433
AC3504,1008.3523750363951
AC3505,1002.7445758852483
AC3506,468.9153680740086
AC3507,806.5603609194274
AC3508,963.7644601911414
AC3509,361.7245149757938
AC3510,1084.742676841689
AC3511,934.9555556104204
AC3512,977.9721606756538
AC3513,509.07069398099827
AC3514,42.47131227307557
AC3515,853.0215995957047
AC3516,538.6480377416057
AC3517,564.7351794014038
AC3518,627.4461124697913
AC3519,905.7655602253163
AC3520,1392.5265114777808
AC3521,876.9859378101797
AC3522,1137.8583995176245
AC3523,900.0743203399048
AC3524,1076.9351905654044
AC3525,769.8543748955123
AC3526,499.57261879706505
AC3527,39.171364654752665
AC3528,-144.96356631859823
AC3529,894.5679930977036
AC3530,699.7228804793054
AC3531,704.4157251218666
AC3532,813.5312793533795
AC3533,728.4496130855363
AC3534,753.5353824926227
AC3535,926.3896871442665
AC3536,163.41911496992384
AC3537,486.9468290612042
AC3538,772.8373901168969
AC3539,1132.6806003289798
AC3540,482.47495249981944
AC3541,487.71796146714166
AC3542,302.2860865513394
AC3543,1015.6350220380194
AC3544,565.0073106395768
AC3545,529.9453535412014
AC3546,554.8926116067965
AC3547,559.1181211261738
AC3548,-139.84922726286158
AC3549,1349.9546276328833
AC3550,927.9005339948
AC3551,779.4190375901861
AC3552,422.60325929081307
AC3553,857.9184517755335
AC3554,289.1724243347112
AC3555,174.44936139792128
AC3556,959.346492891703
AC3557,580.8319947548174
AC3558,1124.1496412832066
AC3559,658.9256719294268
AC3560,322.2274562801215
AC3561,231.517318250696
AC3562,804.039739799012
AC3563,944.667334825098
AC3564,1279.635432659814
AC3565,749.8012919883603
AC3566,378.470988491841
AC3567,191.7884196297946
AC3568,159.2368491384019
AC3569,354.64995601453904
AC3570,854.946237772648
AC3571,553.8541941940374
AC3572,636.2650037154716
AC3573,1161.367485592702
AC3574,639.3569677886181
AC3575,48.53536346448925
AC3576,499.5720206805082
AC3577,1362.2022959695983
AC3578,-36.411915752744676
AC3579,1268.6381115756167
AC3580,158.70462823226262
AC3581,144.2784697749522
AC3582,238.44446538730006
AC3583,702.6193529643093
AC3584,237.43340517769718
AC3585,225.16050432697466
AC3586,390.34852912247015
AC3587,-319.53969854431955
AC3588,533.2194490303374
AC3589,24.89297962625153
AC3590,356.9750499871109
AC3591,398.063375559322
AC3592,219.16481802725775
AC3593,-130.29047470671236
AC3594,-76.40488274875997
AC3595,525.1990052104849
AC3596,855.1416630630707
AC3597,-119.75196466240993
AC3598,364.21705993751084
AC3599,1030.6224447799632
AC3600,1143.8093470318045
AC3601,878.1363119414897
AC3602,805.2933440204289
AC3603,1339.1263035707752
AC3604,230.45116394490026
AC3605,756.3952357298875
AC3606,1097.3701904609866
AC3607,-288.64073577755767
AC3608,966.8850499669544
AC3609,545.6895453628289
AC3610,84.9026977968324
AC3611,762.1461254212751
AC3612,-103.77839360094572
AC3613,1086.1740674704051
AC3614,711.1368453484191
AC3615,449.83851857689194
AC3616,329.48376840703884
AC3617,1110.5369455079413
AC3618,17.26527360905959
AC3619,483.6271431510286
AC3620,170.64064962598525
AC3621,892.2490944223827
AC3622,255.48704688226303
AC3623,510.2267053904458
AC3624,836.8657249948047
AC3625,231.4523759310896
AC3626,66.71956966318737
AC3627,688.3594355947502
AC3628,-113.65338895867473
AC3629,-219.2780906194564
AC3630,775.9416904102117
AC3631,-121.35703961032209
AC3632,35.80618659691038
AC3633,274.1636721051526
AC3634,1223.64514168081
AC3635,605.5214107725673
AC3636,1055.1460184371049
AC3637,389.40996664671457
AC3638,931.221054216236
AC3639,65.89541677131092
AC3640,854.5167893158879
AC3641,534.5347618348331
AC3642,293.5845779695918
AC3643,577.9926282470275
AC3644,780.055552279838
AC3645,1022.5539829879841
AC3646,640.0537873723341
AC3647,325.8032169420982
AC3648,140.09466863883085
AC3649,353.2401530388105
AC3650,690.9437751823035
AC3651,1200.4504536860727
AC3652,364.0911483252611
AC3653,611.865635855342
AC3654,1072.4472915676197
AC3655,317.60927434144673
AC3656,584.7602258878852
AC3657,948.693895196819
AC3658,962.1301426755598
AC3659,592.3216452604562
AC3660,-83.97468138971891
AC3661,-10.852359477805749
AC3662,460.5262812690919
AC3663,802.3365269823574
AC3664,413.57502516707063
AC3665,890.3800819437673
AC3666,392.1026127336861
AC3667,623.5683904311535
AC3668,1091.0659483937857
AC3669,1073.3067452522332
AC3670,593.6583190194386
AC3671,130.04035647116132
AC3672,335.0692813393547
AC3673,863.5053156031014
AC3674,856.0393290489473
AC3675,599.8007408864318
AC3676,1205.3411803988552
AC3677,954.7433529256633
AC3678,1105.3321604608664
AC3679,459.3041773457768
AC3680,617.7520619579083
AC3681,682.6019830753947
AC3682,201.47105877029514
AC3683,660.0106636527288
AC3684,443.43287008882726
AC3685,303.4061566341643
AC3686,184.4653870662887
AC3687,764.2807769358513
AC3688,133.59455674099274
AC3689,890.8591915523929
AC3690,700.9070021567503
AC3691,464.2997296327021
AC3692,524.6888097265693
AC3693,5.644366581891063
AC3694,502.13930599380626
AC3695,333.27712173543
AC3696,499.8138832136955
AC3697,352.20444182833705
AC3698,387.17996878043573
AC3699,58.72500705950574
AC3700,1005.951951825156
AC3701,327.2666065458819
AC3702,407.60351905896005
AC3703,83.14767297047763
AC3704,177.98857129106068
AC3705,747.7998083108479
AC3706,796.9575569836762
AC3707,1280.0005878912048
AC3708,1106.8077134242494
AC3709,582.018607138721
AC3710,403.2480769149814
AC3711,1084.9189486247465
AC3712,254.4982435536374
AC3713,930.316072127678
AC3714,1219.5872345546732
AC3715,1158.7998878444469
AC3716,138.36292728357625
AC3717,800.9636641346002
AC3718,1122.5549259061086
AC3719,983.5403577939456
AC3720,483.04101600483045
AC3721,564.3032170969669
AC3722,1274.6277684843435
AC3723,554.3647481166819
AC3724,44.78914304952468
AC3725,914.131629194737
AC3726,25.062447267667835
AC3727,717.3139800344642
AC3728,299.53692739126257
AC3729,517.0104694163389
AC3730,664.7832776035447
AC3731,984.1102798169796
AC3732,494.64846863623416
AC3733,164.3234353450698
AC3734,691.7758840288933
AC3735,281.122788813728
AC3736,714.9439484139888
AC3737,646.1942336446463
AC3738,437.91192868926066
AC3739,-186.5961096109712
AC3740,473.8649313063951
AC3741,720.3836949398543
AC3742,833.3766075264995
AC3743,793.5438607895254
AC3744,-186.353331601528
AC3745,218.0649405427772
AC3746,310.23189801244905
AC3747,399.78126064761454
AC3748,252.90433126178766
AC3749,523.7792468387764
AC3750,1195.8741302239246
AC3751,-176.66196707831625
AC3752,-147.97360145403917
AC3753,632.7151546191286
AC3754,685.3317199695779
AC3755,-169.02009663863493
AC3756,390.05515949916423
AC3757,595.2666410504484
AC3758,527.3792619761138
AC3759,687.4986245367569
AC3760,336.575297307846
AC3761,418.351522509813
AC3762,478.6542889666101
AC3763,879.1388580969095
AC3764,475.28294168044044
AC3765,592.0651081299328
AC3766,476.8993492694236
AC3767,-57.152460842281585
AC3768,1060.5426475863737
AC3769,1054.1743339454947
AC3770,56.19347641539139
AC3771,695.9286624551845
AC3772,427.5538666566507
AC3773,57.01442036357662
AC3774,267.969358159359
AC3775,-294.1467992392274
AC3776,579.9394515596563
AC3777,182.48934800116547
AC3778,840.4060748212481
AC3779,1494.2028173874273
AC3780,-65.77821786773882
AC3781,715.7644539037445
AC3782,-59.74646097306203
AC3783,574.0940681087208
AC3784,413.6203599109291
AC3785,364.533943271643
AC3786,440.467535113091
AC3787,154.11824766615496
AC3788,677.0965702751149
AC3789,1195.6376861466724
AC3790,908.5424854106894
AC3791,157.05429672596108
AC3792,891.3624761100051
AC3793,577.4592140709864
AC3794,776.0817901559323
AC3795,520.6112591382324
AC3796,481.5060980942593
AC3797,-107.43538216156253
AC3798,569.1555498368133
AC3799,991.1135327502622
AC3800,-29.72239770812996
AC3801,264.8623080140943
AC3802,252.85472414704043
AC3803,-171.8930050704248
AC3804,-363.52651459531785
AC3805,-331.52375830851076
AC3806,788.934964992974
AC3807,-4.1306405031828035
AC3808,1218.0638154843004
AC3809,536.1416783663398
AC3810,438.5181222719001
AC3811,262.2097703611644
AC3812,698.0638982992626
AC3813,988.052631211967
AC3814,752.8391336107799
AC3815,82.55561975419869
AC3816,827.6651794785379
AC3817,554.9634215369373
AC3818,1355.4047711055769
AC3819,191.78607515822807
AC3820,44.942374816982806
AC3821,164.70569972855856
AC3822,535.8193964208593
AC3823,407.2796877255413
AC3824,460.0505560229516
AC3825,310.7714073792621
AC3826,639.5263959107505
AC3827,751.4797242259652
AD1,278.09261066520855
AD2,530.7845535248076
AD3,-139.1277351420349
AD4,596.3400556051944
AD5,-28.06132197674873
AD6,96.88902639022126
AD7,332.0744719159185
AD8,708.9694972498645
AD9,654.749596201605
AD10,362.4359186694063
AD11,60.296387417013875
AD12,-28.91682916673699
AD13,757.2225604986783
AD14,773.7442873797492
AD15,949.5054326216301
AD16,733.3187663857537
AD17,738.4033398630746
AD18,687.5416138547804
AD19,1255.7033928163223
AD20,476.3795215978429
AD21,803.8194697201776
AD22,1158.0718851126671
AD23,1306.1384409274697
AD24,259.4616286083573
AD25,823.4437711441198
AD26,536.3946797572686
AD27,389.8604316382632
AD28,433.33066350447086
AD29,709.5205483266183
AD30,998.1209779692748
AD31,519.8781624343181
AD32,356.4149213945112
AD33,430.5661116770674
AD34,445.2989233116185
AD35,646.9331593800083
AD36,51.80603903283463
AD37,-335.2718200345818
AD38,1336.4283573073117
AD39,759.4386197265973
AD40,469.8533082408943
AD41,-257.21786897926285
AD42,134.5305771660636
AD43,384.3827601080336
AD44,826.8137016153202
AD45,1393.7720687032802
AD46,496.96392881839495
AD47,349.4964211045457
AD48,391.9228611896808
AD49,447.903968506527
AD50,564.0568689530668
AD51,-230.15196136796158
AD52,-202.40835843431978
AD53,434.43910265418174
AD54,-23.52210102086866
AD55,628.9113817780996
AD56,1005.8598980272944
AD57,869.8989635975094
AD58,1023.9887086185273
AD59,647.4494919376858
AD60,778.2629673013847
AD61,835.2510274684454
AD62,1314.4911416132963
AD63,707.7143461838335
AD64,873.2973800121928
AD65,231.2333379305892
AD66,556.0165820021735
AD67,34.80401489859355
AD68,1006.30556931333
AD69,535.7928870518896
AD70,-366.61780994317246
AD71,414.309045783732
AD72,670.3221017401146
AD73,667.0766266010436
AD74,116.06916074169158
AD75,739.2093278820365
AD76,1197.6949074216468
AD77,178.55873558320513
AD78,503.7422550684297
AD79,1289.2624005326102
AD80,763.648319226326
AD81,1065.5152300628965
AD82,743.8625337676209
AD83,18.750106709598526
AD84,589.8367037615202
AD85,964.3486962453886
AD86,492.02003452238387
AD87,608.9280889292257
AD88,645.4042651878334
AD89,-164.50578913671853
AD90,853.8978633316068
AD91,1165.274589880095
AD92,240.6595447289045
AD93,630.5961833990385
AD94,487.62413151064413
AD95,292.78268798779266
AD96,650.8913016843636
AD97,311.43499634334785
AD98,1059.535661415052
AD99,-290.75058647467426
AD100,771.720882975468
AD101,213.5794208282308
AD102,385.69525509862353
AD103,198.30585484053324
AD104,267.19333528185723
AD105,975.7459505648127
AD106,777.9530700765494
AD107,1085.796475159721
AD108,1083.71241453838
AD109,90.52514066790195
AD110,641.3342881372463
AD111,540.9413555683296
AD112,1104.5457601720354
AD113,501.5490186967787
AD114,272.0792095920741
AD115,338.71077934815673
AD116,614.1923969408691
AD117,765.4323747717702
AD118,60.18060239169097
AD119,411.43001514072523
AD120,-123.02746358703871
AD121,-77.71106399350901
AD122,561.1572239286248
AD123,-326.78155461312383
AD124,617.7072084716959
AD125,638.5154223515027
AD126,386.7728436011489
AD127,1122.4778032711743
AD128,510.8180178547542
AD129,699.0674067366614
AD130,335.5028504780016
AD131,787.9836310400477
AD132,501.307473271136
AD133,742.6101935401076
AD134,561.622575375574
AD135,1274.3580852941272
AD136,884.5669732831226
AD137,623.0015845904637
AD138,894.5264020296378
AD139,1284.7104019498688
AD140,378.72499392864813
AD141,-48.99083233455224
AD142,742.1759111824327
AD143,-17.9747775052478
AD144,410.5198357636958
AD145,427.93276935953406
AD146,1072.5728397908251
AD147,890.8891414805258
AD148,765.770813281625
AD149,1008.0924273764816
AD150,832.7722056728302
AD151,189.9156626852921
AD152,995.7651212199997
AD153,446.7155365490951
AD154,373.9056486892191
AD155,545.0160213995822
AD156,457.1836216216242
AD157,1160.8117335089573
AD158,476.6884576369166
AD159,777.501643224657
AD160,1112.313397576319
AD161,653.0387567561783
AD162,103.57800837616878
AD163,502.27889451430985
AD164,871.3493955577088
AD165,585.0894209579561
AD166,419.26613604817237
AD167,396.54129060374737
AD168,473.4203829255623
AD169,764.0441093323403
AD170,-121.36487641209936
AD171,755.5068602052767
AD172,159.40842390032913
AD173,631.8522856203227
AD174,735.0288742829438
AD175,357.93198815966036
AD176,486.54387132864986
AD177,489.40264981591304
AD178,1067.15896218039
AD179,824.7272612948262
AD180,-80.63623692315048
AD181,1111.192099155047
AD182,420.0906408273149
AD183,-100.73544329056108
AD184,1132.7124580093669
AD185,497.372494546535
AD186,1131.9141633934482
AD187,611.8396005939584
AD188,-119.92869592460306
AD189,1052.0773100129
AD190,310.53109141693164
AD191,-46.115244250975536
AD192,595.797099031738
AD193,-338.57067436873297
AD194,282.6809073302469
AD195,572.3820846487787
AD196,946.4933192384818
AD197,1025.766852137992
AD198,262.3474557540035
AD199,-133.92898485674698
AD200,657.4201510374213
AD201,1100.4077973460958
AD202,-34.374100652439154
AD203,661.3350319948785
AD204,1001.0066607309235
AD205,502.642248915727
AD206,443.86896254336693
AD207,870.6935896429344
AD208,864.3377237542676
AD209,590.9596197821949
AD210,1471.111983065396
AD211,538.8921794422496
AD212,1045.4728125706843
AD213,1119.353944751983
AD214,474.29265446758825
AD215,659.2011085448981
AD216,-234.55306442173622
AD217,1217.6905017631102
AD218,802.7193682189344
AD219,430.5346873600678
AD220,446.3199477271661
AD221,559.9402550061847
AD222,1119.655982010096
AD223,-273.4576355169763
AD224,783.069576719629
AD225,579.7507895791383
AD226,1380.8208931756158
AD227,498.9547316330412
AD228,288.8026452421666
AD229,619.872140951809
AD230,542.4931688971
AD231,479.93986408223304
AD232,862.9515707662059
AD233,588.440274320668
AD234,632.2221482013484
AD235,545.2290585115744
AD236,536.337745568551
AD237,458.20174968037725
AD238,785.6973747148999
AD239,765.0132421809418
AD240,1288.0186544572844
AD241,678.959613934108
AD242,-78.80848579978453
AD243,842.661862131372
AD244,796.2405771316409
AD245,216.06375395785813
AD246,735.4265747760745
AD247,1188.4654272591679
AD248,667.3495474759599
AD249,348.76202862883247
AD250,751.69293310009
AD251,623.0232182329372
AD252,1146.251978279211
AD253,122.96029074310945
AD254,6.0228330717500285
AD255,733.2866455978805
AD256,77.3671854320014
AD257,1367.642328338116
AD258,531.3891437970059
AD259,153.606295158188
AD260,672.3063728084411
AD261,-44.722460183629494
AD262,-275.0728764383727
AD263,713.5996110719892
AD264,347.7110544758584
AD265,680.4552490902134
AD266,283.03531116398256
AD267,87.5505243842714
AD268,978.2195859307989
AD269,815.2753738709979
AD270,1289.329234665115
AD271,406.1034188773525
AD272,579.5959819148412
AD273,-94.3633545764605
AD274,273.8980449120281
AD275,817.5958881259163
AD276,36.63302801691725
AD277,-157.32592008867147
AD278,786.1819102841456
AD279,248.76901003939815
AD280,828.6598106613443
AD281,425.4503885512786
AD282,1210.605586148638
AD283,108.81957475089882
AD284,-132.66174473052746
AD285,531.486051334828
AD286,-174.85180523180526
AD287,562.5104109119794
AD288,230.37325580257948
AD289,-93.93434369840207
AD290,1374.1241413950047
AD291,51.15528171635515
AD292,775.5094053423642
AD293,805.2816508812308
AD294,837.8001368398947
AD295,369.806298592428
AD296,587.1485172962942
AD297,-266.9823287717662
AD298,778.1295028608425
AD299,916.9582356328045
AD300,245.3332796822683
AD301,-21.05247557913617
AD302,542.7285391162601
AD303,523.2433918170899
AD304,947.5920915680439
AD305,601.3813658925777
AD306,507.121341954679
AD307,435.9150806704462
AD308,360.2610687786274
AD309,173.88162175209936
AD310,551.6623544670832
AD311,670.2388095974153
AD312,1449.7646629643473
AD313,1202.357318147178
AD314,42.61321916251654
AD315,713.9965953734362
AD316,519.7354881913599
AD317,1129.4220729099616
AD318,495.7432643578817
AD319,542.7212264138201
AD320,497.2865677835074
AD321,1090.750641878686
AD322,325.560528975484
AD323,-180.99348679207554
AD324,678.6216230850897
AD325,1091.386234172311
AD326,440.1728921417829
AD327,1095.653106011694
AD328,325.12737776590996
AD329,1060.6958805288627
AD330,867.6703064002
AD331,425.20248221982604
AD332,622.6761017789235
AD333,574.4338929006839
AD334,348.36323352582224
AD335,265.489915627222
AD336,-101.6331521662313
AD337,702.4719587346932
AD338,531.8169595239659
AD339,1033.8675795934937
AD340,585.0803620664159
AD341,530.6808529519102
AD342,443.9802210549889
AD343,159.99142324089917
AD344,1192.2818136380793
AD345,64.53529389259393
AD346,590.0530544886211
AD347,912.6879068239183
AD348,231.89942610735864
AD349,809.6613355667095
AD350,781.7809711195547
AD351,567.3575563961957
AD352,515.1193852832827
AD353,320.8792110995515
AD354,482.10730338735254
AD355,1288.9687786133181
AD356,459.2710501104083
AD357,-180.78506009177966
AD358,509.2790550929002
AD359,-13.012694890200464
AD360,760.910302559275
AD361,121.89826992698829
AD362,178.97869643838806
AD363,921.8571642900387
AD364,778.1232791506412
AD365,196.51788528599548
AD366,58.130020549754136
AD367,146.83332826434787
AD368,132.88517077901395
AD369,376.6867734490305
AD370,683.8945806317435
AD371,-179.2931303120037
AD372,1221.0264824564315
AD373,1231.9308289528258
AD374,162.76772196185823
AD375,822.8270946197059
AD376,783.9094034327237
AD377,1425.41190826289
AD378,476.6404247101983
AD379,1101.1790208720386
AD380,-82.14085751817578
AD381,178.81737517464626
AD382,268.0882545245794
AD383,171.67713399007675
AD384,414.10984011753646
AD385,358.515444971006
AD386,832.5460469166222
AD387,288.26376579647354
AD388,895.6952949953837
AD389,805.0730605185971
AD390,626.6441312575947
AD391,797.0945608641317
AD392,924.3508952498329
AD393,1165.1231246758157
AD394,3.6136602531751123
AD395,273.00685027483087
AD396,184.4605817702676
AD397,923.4227268035505
AD398,427.5720590550319
AD399,1121.2958425124912
AD400,65.79691519111145
AD401,834.5654000247906
AD402,99.94965682280326
AD403,731.286429966906
AD404,1150.5614234975242
AD405,259.7475159653991
AD406,240.27398143429025
AD407,716.7932985744202
AD408,300.35747761760115
AD409,-261.94795386737815
AD410,246.90458538546818
AD411,904.8762532235293
AD412,506.52478109442256
AD413,-32.515945596093445
AD414,419.53022850745026
AD415,693.6033682534313
AD416,249.58199670698093
AD417,524.0137991350047
AD418,470.59445597348486
AD419,431.04340929693956
AD420,142.01493966585667
AD421,644.911585533412
AD422,-239.21969157181104
AD423,863.7760871383169
AD424,490.6709356508976
AD425,667.6518737771581
AD426,570.5551410444815
AD427,513.6683562903396
AD428,1073.9711169106436
AD429,287.40687458700506
AD430,507.09045444336755
AD431,519.7283943419715
AD432,332.0597614920857
AD433,1206.0385018505535
AD434,529.6567627137864
AD435,562.5296026212369
AD436,-109.12102857053463
AD437,181.29909907103263
AD438,476.7466007338611
AD439,-157.2779746733363
AD440,-122.46583101046735
AD441,433.8057298774198
AD442,411.78504639773985
AD443,448.916929182899
AD444,184.7856206376449
AD445,933.4166073952987
AD446,240.43484729737213
AD447,1048.894602293878
AD448,217.1051922555081
AD449,724.3846272574239
AD450,849.7785532491436
AD451,1043.2119763344404
AD452,682.5763742759196
AD453,507.26760282316
AD454,561.7945265197169
AD455,702.4203654686618
AD456,237.50639337059658
AD457,152.8356062383233
AD458,-195.01611808399548
AD459,293.89382863811454
AD460,1354.02101237924
AD461,1219.801828370159
AD462,649.2984638415979
AD463,1310.22116670773
AD464,702.9222126248902
AD465,-227.2239923957547
AD466,1172.3025844359286
AD467,996.46254591793
AD468,40.2245262753346
AD469,437.37993573591973
AD470,1240.5009242330816
AD471,500.91927366562106
AD472,641.9945893059445
AD473,187.05875608208305
AD474,796.8005670235135
AD475,849.6821716117239
AD476,1385.98659939877
AD477,873.9245061322723
AD478,124.13911692422596
AD479,498.46745484278415
AD480,350.02079761721416
AD481,768.9575851459973
AD482,213.57573656156137
AD483,629.5311718603222
AD484,1150.995040915343
AD485,1158.8019886531038
AD486,-99.9028360394035
AD487,316.54384552038687
AD488,702.342705514643
AD489,897.7575170253709
AD490,837.6635918823644
AD491,-38.342854970784
AD492,-63.493689207121236
AD493,712.7820672824593
AD494,534.5528843468818
AD495,654.8156403000065
AD496,1094.6075004061295
AD497,533.7979487603865
AD498,549.9483146904969
AD499,525.9099336581054
AD500,528.1986566078405
AD501,514.9802911485618
AD502,543.2746533567803
AD503,498.2964230240376
AD504,566.4495518406039
AD505,558.0766687973995
AD506,1040.3183440173043
AD507,286.982940489068
AD508,744.2803049515945
AD509,687.0039466166476
